,Response,Response,Response,Response,Response,Response,Response,Response
7979775.0,2.0,6.0,5.0,3.0,6.0,5.0,6.0,3.0
7979798.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0
7979801.0,6.0,5.0,3.0,6.0,3.0,5.0,6.0,5.0
7979803.0,1.0,7.0,6.0,1.0,6.0,5.0,7.0,1.0
7979804.0,7.0,6.0,5.0,6.0,5.0,7.0,6.0,5.0
7979808.0,4.0,3.0,1.0,5.0,6.0,4.0,4.0,6.0
7979818.0,1.0,7.0,7.0,1.0,4.0,1.0,7.0,1.0
7979843.0,1.0,7.0,3.0,1.0,7.0,5.0,7.0,2.0
7979846.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0
7979849.0,6.0,5.0,6.0,5.0,3.0,5.0,5.0,4.0
7979850.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0
7979870.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0
7979871.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0
7979890.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,7.0
7979891.0,3.0,6.0,3.0,5.0,4.0,3.0,4.0,3.0
7979926.0,2.0,7.0,6.0,2.0,6.0,6.0,6.0,6.0
7979931.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0
7979937.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,7.0
7979944.0,1.0,7.0,7.0,1.0,7.0,4.0,7.0,2.0
7979953.0,1.0,7.0,6.0,7.0,6.0,7.0,6.0,1.0
7979971.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,3.0
7980026.0,2.0,6.0,6.0,2.0,7.0,7.0,6.0,7.0
7980036.0,2.0,7.0,5.0,1.0,7.0,7.0,7.0,7.0
7980043.0,7.0,4.0,1.0,7.0,4.0,4.0,1.0,1.0
7980046.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0
7980081.0,1.0,7.0,7.0,1.0,7.0,6.0,7.0,1.0
7980087.0,7.0,7.0,6.0,2.0,6.0,5.0,6.0,7.0
7980112.0,2.0,6.0,5.0,1.0,5.0,5.0,6.0,2.0
7980119.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0
7980122.0,6.0,2.0,2.0,6.0,2.0,4.0,2.0,4.0
7980145.0,2.0,3.0,3.0,1.0,6.0,5.0,7.0,6.0
7980151.0,2.0,6.0,5.0,3.0,6.0,5.0,6.0,3.0
7980213.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
7980225.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
7980275.0,1.0,7.0,3.0,1.0,7.0,7.0,7.0,1.0
7980277.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0
7980278.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0
7980285.0,5.0,7.0,6.0,6.0,3.0,3.0,2.0,7.0
7980292.0,5.0,2.0,2.0,6.0,2.0,3.0,3.0,5.0
7980302.0,3.0,5.0,5.0,2.0,6.0,6.0,6.0,2.0
7980307.0,1.0,7.0,5.0,1.0,7.0,7.0,7.0,1.0
7980314.0,2.0,6.0,4.0,1.0,6.0,6.0,6.0,1.0
7980315.0,1.0,7.0,5.0,1.0,3.0,5.0,5.0,5.0
7980333.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,5.0
7980355.0,1.0,6.0,4.0,6.0,6.0,6.0,7.0,5.0
7980409.0,7.0,6.0,2.0,2.0,5.0,5.0,4.0,6.0
7980415.0,1.0,7.0,6.0,1.0,7.0,7.0,7.0,1.0
7980458.0,1.0,6.0,5.0,1.0,7.0,6.0,6.0,1.0
7980482.0,5.0,6.0,1.0,2.0,6.0,5.0,7.0,6.0
7980593.0,5.0,4.0,3.0,7.0,5.0,5.0,4.0,3.0
7980594.0,1.0,6.0,6.0,1.0,6.0,6.0,7.0,2.0
7980624.0,5.0,7.0,6.0,2.0,7.0,7.0,6.0,7.0
7980639.0,2.0,6.0,5.0,2.0,6.0,6.0,6.0,5.0
7980654.0,6.0,3.0,5.0,6.0,3.0,2.0,3.0,4.0
7980659.0,1.0,7.0,6.0,1.0,7.0,6.0,7.0,1.0
7980668.0,2.0,7.0,1.0,2.0,6.0,4.0,7.0,2.0
7980685.0,2.0,7.0,4.0,1.0,5.0,4.0,7.0,2.0
7980687.0,3.0,7.0,1.0,5.0,7.0,6.0,6.0,4.0
7980692.0,1.0,7.0,4.0,7.0,7.0,5.0,5.0,5.0
7980715.0,3.0,7.0,1.0,1.0,7.0,6.0,7.0,6.0
7980716.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0
7980721.0,5.0,4.0,6.0,5.0,4.0,5.0,4.0,4.0
7980729.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0
7980747.0,4.0,6.0,3.0,6.0,4.0,4.0,4.0,6.0
7980769.0,7.0,1.0,1.0,7.0,2.0,2.0,1.0,7.0
7980770.0,7.0,5.0,1.0,7.0,6.0,5.0,6.0,2.0
7980795.0,1.0,7.0,4.0,1.0,7.0,7.0,7.0,1.0
7980828.0,1.0,7.0,5.0,4.0,5.0,5.0,7.0,1.0
7980845.0,6.0,7.0,7.0,2.0,6.0,6.0,7.0,6.0
7980854.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0
7980867.0,5.0,5.0,3.0,2.0,3.0,5.0,5.0,3.0
7980877.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
7980914.0,1.0,7.0,6.0,1.0,7.0,7.0,7.0,1.0
7980940.0,5.0,6.0,7.0,6.0,5.0,4.0,6.0,6.0
7980960.0,6.0,6.0,6.0,2.0,6.0,6.0,5.0,6.0
7980994.0,5.0,6.0,6.0,1.0,6.0,6.0,6.0,2.0
7981038.0,2.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0
7981047.0,2.0,7.0,7.0,1.0,2.0,2.0,7.0,3.0
7981070.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0
7981074.0,7.0,1.0,1.0,7.0,1.0,1.0,1.0,7.0
7981083.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0
7981093.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0
7981120.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,3.0
7981156.0,2.0,7.0,3.0,1.0,7.0,7.0,7.0,5.0
7981158.0,1.0,7.0,4.0,1.0,7.0,7.0,7.0,1.0
7981180.0,1.0,7.0,3.0,1.0,7.0,5.0,7.0,1.0
7981182.0,5.0,6.0,4.0,3.0,5.0,6.0,5.0,2.0
7981186.0,1.0,5.0,7.0,1.0,7.0,7.0,7.0,1.0
7981194.0,3.0,5.0,1.0,6.0,3.0,3.0,4.0,6.0
7981196.0,2.0,7.0,7.0,1.0,6.0,5.0,7.0,1.0
7981216.0,5.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0
7981219.0,2.0,6.0,5.0,2.0,6.0,5.0,5.0,2.0
7981236.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0
7981256.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0
7981263.0,3.0,6.0,6.0,2.0,6.0,6.0,5.0,2.0
7981270.0,6.0,6.0,3.0,6.0,6.0,3.0,6.0,5.0
7981277.0,2.0,7.0,6.0,2.0,7.0,7.0,7.0,1.0
7981302.0,7.0,7.0,2.0,1.0,7.0,7.0,7.0,1.0
7981336.0,1.0,7.0,7.0,1.0,4.0,5.0,5.0,1.0
7981346.0,1.0,7.0,7.0,1.0,7.0,6.0,7.0,3.0
7981362.0,4.0,6.0,4.0,4.0,7.0,5.0,7.0,2.0
7981392.0,2.0,6.0,6.0,1.0,6.0,7.0,6.0,1.0
7981475.0,7.0,4.0,2.0,7.0,4.0,2.0,4.0,4.0
7981482.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0
7981492.0,1.0,5.0,5.0,1.0,7.0,7.0,5.0,1.0
7981548.0,6.0,7.0,7.0,2.0,7.0,3.0,6.0,2.0
7981631.0,2.0,7.0,3.0,4.0,6.0,6.0,6.0,4.0
7981720.0,1.0,7.0,6.0,1.0,5.0,6.0,7.0,1.0
7981721.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,5.0
7981725.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0
7981728.0,1.0,7.0,1.0,1.0,5.0,5.0,7.0,1.0
7981755.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0
7981846.0,1.0,7.0,5.0,1.0,7.0,7.0,7.0,1.0
7981990.0,2.0,7.0,7.0,1.0,6.0,6.0,5.0,6.0
7983733.0,1.0,7.0,5.0,1.0,7.0,7.0,7.0,2.0
7983788.0,7.0,2.0,1.0,7.0,3.0,2.0,2.0,7.0
7984427.0,2.0,6.0,4.0,1.0,6.0,7.0,7.0,4.0
7984742.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0
7985468.0,3.0,6.0,6.0,3.0,5.0,5.0,5.0,3.0
7985586.0,2.0,6.0,5.0,2.0,6.0,6.0,6.0,3.0
7985880.0,2.0,6.0,6.0,2.0,5.0,7.0,6.0,4.0
7985969.0,2.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0
7986375.0,6.0,2.0,3.0,6.0,3.0,3.0,3.0,6.0
7986592.0,2.0,7.0,5.0,2.0,6.0,7.0,7.0,7.0
7986633.0,7.0,1.0,2.0,7.0,2.0,2.0,1.0,7.0
7986669.0,7.0,1.0,1.0,7.0,1.0,1.0,1.0,7.0
7986671.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0
7986952.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0
7987028.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0
7987063.0,3.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0
7987078.0,1.0,6.0,7.0,7.0,7.0,7.0,6.0,4.0
7987159.0,2.0,6.0,4.0,2.0,5.0,5.0,5.0,2.0
7987299.0,1.0,7.0,3.0,1.0,6.0,4.0,7.0,1.0
7987305.0,1.0,7.0,6.0,2.0,5.0,5.0,7.0,6.0
7987517.0,6.0,5.0,3.0,5.0,6.0,3.0,5.0,5.0
7987587.0,6.0,5.0,1.0,2.0,5.0,5.0,5.0,3.0
7987655.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0
7987708.0,3.0,5.0,4.0,2.0,4.0,6.0,4.0,7.0
7988066.0,7.0,7.0,3.0,5.0,7.0,5.0,7.0,3.0
7988258.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0
7988698.0,7.0,2.0,2.0,3.0,2.0,2.0,1.0,6.0
7988769.0,1.0,7.0,2.0,4.0,7.0,7.0,5.0,1.0
7988877.0,1.0,6.0,3.0,6.0,6.0,4.0,6.0,1.0
7989142.0,7.0,1.0,6.0,7.0,1.0,6.0,1.0,7.0
7989197.0,2.0,6.0,6.0,1.0,6.0,6.0,6.0,2.0
7989292.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0
7989363.0,3.0,5.0,6.0,3.0,6.0,6.0,5.0,4.0
7989480.0,4.0,5.0,4.0,1.0,7.0,5.0,7.0,1.0
7989751.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0
7989978.0,2.0,6.0,6.0,1.0,7.0,7.0,6.0,3.0
7990104.0,3.0,6.0,3.0,3.0,6.0,7.0,6.0,3.0
7990203.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0
7990277.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0
7990771.0,7.0,1.0,2.0,7.0,1.0,1.0,1.0,7.0
7990834.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,6.0
7990894.0,2.0,6.0,3.0,1.0,7.0,7.0,7.0,2.0
7990946.0,1.0,7.0,7.0,1.0,7.0,6.0,6.0,2.0
7992023.0,4.0,7.0,4.0,4.0,7.0,7.0,7.0,4.0
7992383.0,7.0,1.0,1.0,7.0,1.0,1.0,1.0,7.0
7993897.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0
7995024.0,1.0,7.0,5.0,1.0,6.0,6.0,6.0,1.0
7995192.0,3.0,5.0,3.0,3.0,2.0,2.0,5.0,5.0
7995450.0,2.0,6.0,5.0,2.0,3.0,3.0,3.0,4.0
7995589.0,7.0,7.0,3.0,1.0,6.0,7.0,7.0,2.0
7995967.0,2.0,7.0,5.0,1.0,7.0,6.0,7.0,2.0
7996111.0,5.0,7.0,5.0,1.0,6.0,6.0,7.0,3.0
7996376.0,6.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0
7996531.0,2.0,6.0,4.0,2.0,5.0,6.0,7.0,3.0
7996626.0,5.0,5.0,2.0,3.0,6.0,5.0,5.0,6.0
7996695.0,2.0,6.0,1.0,5.0,6.0,5.0,7.0,3.0
7996991.0,6.0,2.0,2.0,6.0,2.0,3.0,2.0,6.0
7997600.0,1.0,7.0,4.0,1.0,6.0,6.0,7.0,1.0
7998607.0,1.0,7.0,3.0,7.0,7.0,7.0,7.0,1.0
7998622.0,1.0,7.0,1.0,2.0,5.0,4.0,6.0,1.0
7998630.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0
7998745.0,1.0,7.0,1.0,1.0,3.0,3.0,7.0,1.0
7998862.0,3.0,6.0,3.0,2.0,6.0,6.0,6.0,4.0
7998871.0,2.0,6.0,5.0,1.0,7.0,6.0,6.0,4.0
7999140.0,7.0,1.0,1.0,7.0,1.0,1.0,1.0,7.0
7999174.0,1.0,7.0,4.0,1.0,6.0,7.0,7.0,1.0
7999759.0,2.0,5.0,6.0,2.0,1.0,5.0,6.0,4.0
7999996.0,5.0,2.0,5.0,6.0,5.0,3.0,2.0,6.0
8000117.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0
8000335.0,5.0,7.0,7.0,3.0,7.0,7.0,7.0,5.0
8001564.0,7.0,1.0,1.0,7.0,1.0,1.0,1.0,7.0
8002302.0,6.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0
8002471.0,6.0,5.0,3.0,1.0,2.0,3.0,5.0,2.0
8002751.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0
8002958.0,2.0,7.0,3.0,1.0,7.0,7.0,7.0,4.0
8003024.0,1.0,6.0,4.0,1.0,5.0,4.0,7.0,2.0
8003180.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0
8003181.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0
8003347.0,6.0,6.0,5.0,5.0,6.0,2.0,6.0,6.0
8003873.0,7.0,7.0,1.0,7.0,1.0,1.0,2.0,7.0
8005790.0,2.0,7.0,1.0,1.0,4.0,4.0,4.0,4.0
8005866.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,7.0
8006445.0,2.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0
8006725.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0
8007005.0,1.0,7.0,6.0,1.0,7.0,7.0,7.0,2.0
8007081.0,1.0,7.0,7.0,1.0,4.0,4.0,3.0,2.0
8007134.0,6.0,1.0,1.0,7.0,3.0,2.0,2.0,1.0
8007196.0,1.0,7.0,4.0,4.0,6.0,6.0,6.0,7.0
8007326.0,2.0,5.0,1.0,5.0,3.0,3.0,5.0,5.0
8007466.0,4.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0
8007608.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
8007623.0,1.0,7.0,5.0,1.0,7.0,7.0,6.0,1.0
8011639.0,6.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0
8013478.0,2.0,6.0,2.0,1.0,5.0,5.0,6.0,3.0
8013688.0,6.0,6.0,3.0,5.0,5.0,3.0,5.0,6.0
8525433.0,2.0,5.0,4.0,1.0,5.0,4.0,5.0,5.0
8525435.0,7.0,3.0,3.0,7.0,3.0,3.0,3.0,7.0
8525437.0,2.0,6.0,6.0,2.0,6.0,6.0,6.0,2.0
8525439.0,2.0,6.0,5.0,2.0,6.0,5.0,6.0,2.0
8525445.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0
8525447.0,7.0,1.0,1.0,7.0,1.0,1.0,1.0,7.0
8525450.0,5.0,4.0,3.0,5.0,5.0,6.0,4.0,3.0
8525451.0,1.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0
8525456.0,7.0,3.0,1.0,6.0,2.0,2.0,2.0,6.0
8525457.0,2.0,7.0,3.0,2.0,7.0,6.0,7.0,4.0
8525459.0,1.0,7.0,5.0,1.0,7.0,7.0,7.0,1.0
8525463.0,2.0,6.0,5.0,2.0,4.0,4.0,6.0,4.0
8525468.0,2.0,6.0,7.0,1.0,6.0,6.0,6.0,1.0
8525469.0,1.0,7.0,4.0,2.0,6.0,6.0,6.0,2.0
8525470.0,6.0,6.0,2.0,2.0,4.0,4.0,6.0,7.0
8525471.0,3.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0
8525475.0,3.0,6.0,3.0,3.0,6.0,5.0,6.0,3.0
8525477.0,3.0,5.0,5.0,3.0,5.0,6.0,6.0,3.0
8525478.0,7.0,2.0,1.0,7.0,2.0,3.0,2.0,7.0
8525485.0,1.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0
8525491.0,2.0,5.0,3.0,3.0,6.0,5.0,5.0,3.0
8525502.0,1.0,7.0,4.0,1.0,2.0,2.0,7.0,1.0
8525507.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
8525508.0,5.0,2.0,6.0,5.0,5.0,5.0,2.0,3.0
8525510.0,1.0,7.0,7.0,1.0,7.0,7.0,6.0,1.0
8525515.0,5.0,7.0,6.0,4.0,7.0,7.0,7.0,4.0
8525518.0,3.0,7.0,7.0,3.0,7.0,7.0,7.0,1.0
8525533.0,1.0,7.0,7.0,1.0,5.0,5.0,5.0,3.0
8525542.0,1.0,7.0,6.0,1.0,7.0,6.0,7.0,2.0
8525546.0,2.0,6.0,5.0,1.0,6.0,6.0,6.0,2.0
8525562.0,5.0,3.0,2.0,6.0,4.0,4.0,3.0,6.0
8525588.0,7.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0
8525595.0,7.0,1.0,1.0,7.0,1.0,1.0,1.0,7.0
8525651.0,1.0,6.0,5.0,5.0,2.0,5.0,6.0,1.0
8525664.0,5.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0
8525666.0,1.0,7.0,5.0,1.0,7.0,6.0,6.0,5.0
8526167.0,5.0,7.0,7.0,4.0,7.0,7.0,7.0,5.0
8526297.0,2.0,7.0,7.0,2.0,7.0,7.0,7.0,4.0
8526356.0,5.0,7.0,5.0,2.0,4.0,4.0,4.0,4.0
8526623.0,3.0,6.0,6.0,3.0,7.0,7.0,7.0,5.0
8526688.0,3.0,7.0,6.0,1.0,7.0,7.0,7.0,5.0
